time,value
0,1.45
3600,1.33
7200,1.09
10800,1.02
14400,1.51
18000,1.74
21600,1.19
25200,1.43
28800,3.24
32400,4.63
36000,5.29
39600,5.45
43200,5.35
46800,5.11
50400,5.2
54000,5.14
57600,4.06
61200,2.48
64800,1.12
68400,0.88
72000,0.94
75600,1.11
79200,1.25
82800,1.46
86400,1.69
90000,1.82
93600,1.68
97200,1.44
100800,1.21
104400,1.04
108000,0.96
111600,0.8
115200,1.24
118800,0.86
122400,1.08
126000,1.23
129600,1.16
133200,1.17
136800,1.31
140400,0.93
144000,0.57
147600,0.59
151200,0.54
154800,0.39
158400,0.28
162000,0.24
165600,0.48
169200,0.82
172800,1.03
176400,1.15
180000,1.23
183600,1.31
187200,1.35
190800,1.37
194400,1.4
198000,1.37
201600,1.66
205200,2.09
208800,2.72
212400,3.08
216000,3.32
219600,3.43
223200,3.44
226800,2.58
230400,1.58
234000,1.6
237600,1.57
241200,1.45
244800,1.35
248400,1.28
252000,1.22
255600,1.17
259200,1.14
262800,1.08
266400,1.03
270000,0.97
273600,0.91
277200,0.85
280800,0.8
284400,0.79
288000,1.0
291600,1.23
295200,0.81
298800,0.94
302400,1.33
306000,1.65
309600,1.86
313200,1.2
316800,1.02
320400,1.04
324000,1.07
327600,1.13
331200,1.17
334800,1.18
338400,1.23
342000,1.3
345600,1.37
349200,1.46
352800,1.64
356400,1.81
360000,1.74
363600,1.58
367200,1.43
370800,1.16
374400,0.81
378000,0.43
381600,0.84
385200,1.65
388800,1.9
392400,1.7
396000,1.27
399600,0.75
403200,0.57
406800,0.7
410400,0.72
414000,0.7
417600,0.7
421200,0.68
424800,0.61
428400,0.56
432000,0.83
435600,1.05
439200,1.22
442800,1.39
446400,1.47
450000,1.43
453600,1.25
457200,0.95
460800,0.59
464400,0.67
468000,0.17
471600,0.84
475200,1.47
478800,2.18
482400,2.6
486000,1.62
489600,1.54
493200,1.47
496800,1.47
500400,1.45
504000,1.34
507600,1.33
511200,1.36
514800,1.35
518400,1.33
522000,1.33
525600,1.33
529200,1.3
532800,1.21
536400,1.07
540000,0.96
543600,0.87
547200,0.81
550800,0.49
554400,1.1
558000,1.72
561600,2.07
565200,2.33
568800,2.46
572400,1.59
576000,1.35
579600,1.4
583200,1.38
586800,1.35
590400,1.28
594000,1.22
597600,1.26
601200,1.38
604800,0.97
608400,0.94
612000,0.91
615600,0.89
619200,0.94
622800,1.06
626400,1.28
630000,2.03
633600,3.21
637200,3.34
640800,3.25
644400,3.14
648000,3.05
651600,2.99
655200,2.99
658800,2.81
662400,1.46
666000,1.64
669600,1.69
673200,1.45
676800,1.16
680400,0.94
684000,0.92
687600,1.13
691200,1.25
694800,1.13
698400,1.01
702000,1.12
705600,1.28
709200,1.4
712800,1.59
716400,2.13
720000,3.67
723600,5.2
727200,6.13
730800,6.27
734400,5.95
738000,5.51
741600,4.93
745200,2.84
748800,1.72
752400,1.51
756000,1.38
759600,1.28
763200,1.31
766800,1.44
770400,1.55
774000,1.61
777600,1.69
781200,1.78
784800,1.78
788400,1.77
792000,1.75
795600,1.84
799200,2.1
802800,2.63
806400,3.8
810000,5.92
813600,8.24
817200,9.05
820800,9.07
824400,8.72
828000,8.02
831600,6.31
835200,3.77
838800,3.01
842400,2.89
846000,2.79
849600,2.85
853200,3.53
856800,3.6
860400,3.04
864000,2.66
867600,2.88
871200,3.57
874800,4.24
878400,4.26
882000,3.83
885600,3.55
889200,3.85
892800,5.64
896400,6.32
900000,6.6
903600,6.66
907200,6.54
910800,6.43
914400,6.13
918000,5.37
921600,2.48
925200,1.04
928800,0.37
932400,0.86
936000,1.28
939600,1.59
943200,1.75
946800,1.73
950400,1.71
954000,1.73
957600,1.77
961200,1.81
964800,1.73
968400,1.61
972000,1.67
975600,1.87
979200,3.42
982800,6.91
986400,8.95
990000,9.12
993600,8.79
997200,8.19
1000800,7.57
1004400,6.99
1008000,5.8
1011600,4.29
1015200,2.76
1018800,1.77
1022400,1.59
1026000,1.68
1029600,1.87
1033200,1.96
1036800,1.94
1040400,1.86
1044000,1.73
1047600,1.63
1051200,1.51
1054800,1.48
1058400,1.5
1062000,1.86
1065600,3.13
1069200,3.28
1072800,3.56
1076400,3.9
1080000,4.33
1083600,4.79
