time,value
0,235969257.1
3600,257607234.7
7200,238252943.0
10800,236868809.7
14400,245544490.2
18000,237681802.4
21600,230484458.2
25200,259294572.6
28800,256963397.0
32400,258776305.1
36000,255335776.9
39600,241428958.1
43200,232688055.6
46800,251982122.2
50400,250477207.8
54000,243055064.9
57600,234296113.1
61200,239213160.0
64800,250409497.8
68400,245118351.4
72000,252039714.3
75600,249440607.0
79200,232034929.7
82800,259840923.2
86400,235434579.9
90000,243813684.0
93600,246822243.5
97200,249685784.8
100800,254366591.5
104400,253290910.1
108000,238897169.6
111600,235407114.0
115200,255257435.0
118800,249633682.3
122400,248238136.4
126000,244323675.2
129600,248347367.1
133200,241348442.1
136800,255990326.2
140400,244407912.7
144000,243830529.6
147600,239048813.5
151200,246640878.4
154800,247278808.2
158400,234325833.9
162000,251636737.9
165600,236002606.4
169200,238386033.0
172800,250959309.9
176400,235718127.4
180000,242657890.8
183600,236230659.1
187200,234160598.8
190800,254412823.4
194400,239853714.4
198000,244417560.0
201600,232009753.1
205200,232461382.2
208800,239523776.7
212400,239437347.2
216000,240142837.6
219600,249620904.1
223200,242606613.0
226800,254962524.4
230400,256226434.5
234000,246490785.7
237600,240140428.4
241200,246259484.3
244800,237521708.7
248400,241045170.0
252000,255491503.3
255600,255957890.1
259200,222046466.2
262800,225171145.6
266400,250170327.9
270000,222309514.3
273600,241093597.2
277200,237793155.2
280800,254883522.9
284400,238148886.3
288000,236227752.4
291600,253873787.2
295200,249162618.5
298800,232022739.9
302400,238743328.3
306000,230236730.6
309600,232932104.2
313200,262365724.6
316800,241352047.1
320400,252849148.2
324000,246563587.4
327600,266850952.0
331200,236671121.0
334800,238045591.6
338400,257324677.0
342000,263196473.4
345600,221102688.5
349200,262476196.4
352800,260381271.4
356400,247139147.3
360000,241689153.7
363600,250121846.0
367200,236755260.2
370800,258905360.2
374400,224835987.7
378000,242597748.7
381600,258097453.3
385200,251291661.7
388800,220074576.2
392400,220858620.3
396000,242842703.6
399600,231078202.8
403200,238571034.3
406800,242061608.2
410400,223034477.4
414000,238202118.7
417600,238843453.7
421200,235062011.9
424800,265919459.0
428400,243867533.8
432000,229019621.9
435600,234851882.0
439200,261464973.7
442800,250906199.6
446400,253179977.1
450000,250810170.6
453600,233063336.2
457200,263624935.8
460800,220268406.4
464400,238262764.6
468000,249598591.9
471600,266241953.0
475200,242900244.9
478800,241210411.2
482400,252748080.6
486000,258211815.4
489600,238982178.3
493200,242703448.4
496800,252190100.6
500400,256757726.3
504000,251691078.1
507600,259147213.6
511200,221724351.0
514800,225043117.0
518400,222087038.9
522000,228025921.2
525600,261750147.4
529200,247971704.1
532800,228601085.0
536400,266939950.5
540000,247107966.4
543600,261512892.8
547200,235872188.5
550800,231636967.8
554400,255099690.6
558000,245989182.4
561600,234307314.6
565200,221383646.3
568800,227640145.1
572400,259196130.5
576000,245937594.5
579600,240841143.1
583200,225427377.8
586800,251571383.8
590400,226336678.4
594000,249032183.2
597600,229225018.8
601200,244745554.5
604800,222844069.1
608400,211904445.6
612000,238558154.0
615600,213670226.1
619200,226250105.6
622800,226555672.9
626400,243669209.3
630000,246880651.7
633600,202435874.0
637200,248942245.7
640800,231616293.2
644400,203631690.6
648000,210591200.6
651600,217994361.2
655200,221334064.0
658800,237907268.7
662400,245787538.3
666000,231487007.5
669600,247795455.6
673200,237755921.9
676800,226305558.6
680400,242505549.9
684000,240801546.2
687600,206606523.5
691200,238036208.4
694800,230861623.4
698400,219882360.9
702000,242063599.2
705600,201915985.4
709200,204810296.4
712800,247405111.8
716400,219800780.7
720000,226613104.9
723600,245182123.9
727200,217001762.1
730800,233194782.2
734400,236368053.3
738000,211150680.0
741600,227772701.6
745200,222761633.5
748800,230513226.9
752400,227199501.9
756000,225917816.9
759600,214302387.3
763200,243950808.2
766800,246827151.8
770400,240310464.1
774000,248454246.4
777600,226211746.1
781200,205643446.8
784800,232511721.9
788400,209544298.4
792000,242846791.8
795600,247142653.6
799200,205172345.0
802800,214821947.4
806400,239951701.5
810000,222085738.0
813600,224626028.1
817200,201475808.6
820800,228632169.3
824400,228623108.3
828000,237084568.4
831600,203830278.1
835200,239358323.3
838800,209674749.7
842400,226546385.2
846000,246206489.1
849600,249302823.2
853200,248764669.9
856800,215238442.8
860400,237681920.4
864000,210317755.8
867600,243069035.7
871200,232892208.2
874800,205110287.8
878400,229023240.2
882000,248174414.0
885600,242243632.5
889200,237655344.9
892800,235152490.6
896400,212331182.5
900000,201997074.8
903600,223105659.0
907200,205868690.6
910800,208080998.7
914400,220987792.0
918000,233305767.7
921600,248657719.7
925200,213982521.8
928800,226569648.3
932400,246534632.9
936000,208333120.3
939600,239462486.7
943200,205148267.4
946800,244181134.8
950400,226111880.7
954000,248706320.8
957600,237805209.7
961200,236128503.7
964800,200130059.4
968400,210280686.4
972000,213018459.4
975600,203997735.2
979200,236766386.7
982800,241132533.8
986400,217169531.8
990000,206806905.0
993600,233294471.3
997200,241522057.0
1000800,233681043.5
1004400,206972954.9
1008000,218941344.2
1011600,233918147.1
1015200,225796254.6
1018800,248902768.7
1022400,213386234.9
1026000,243345525.0
1029600,218687743.4
1033200,206831517.1
1036800,204134577.3
1040400,236941184.3
1044000,218603390.2
1047600,219025815.0
1051200,215108688.2
1054800,214726270.3
1058400,212990678.3
1062000,223173750.8
1065600,249392613.7
1069200,219253793.9
1072800,247161710.3
1076400,208350059.9
1080000,246250203.0
1083600,237716868.4
1087200,242829971.8
1090800,230119325.8
1094400,205368341.1
1098000,222773612.9
1101600,232729485.5
1105200,202876656.0
1108800,201063143.8
1112400,214490087.0
1116000,246573941.6
1119600,225700967.9
1123200,243764921.5
1126800,218904975.6
1130400,244225576.0
1134000,226738693.5
1137600,244630136.8
1141200,205138171.3
1144800,210602291.6
1148400,235080287.0
1152000,218067541.5
1155600,200069785.7
