time,value
0,261.28
3600,261.08
7200,260.99
10800,260.87
14400,260.56
18000,260.27
21600,260.14
25200,260.95
28800,263.24
32400,265.92
36000,268.37
39600,270.13
43200,271.53
46800,272.34
50400,272.67
54000,272.22
57600,269.88
61200,269.05
64800,268.69
68400,267.74
72000,266.98
75600,266.55
79200,266.2
82800,265.83
86400,265.51
90000,265.16
93600,264.9
97200,264.88
100800,264.86
104400,264.52
108000,264.38
111600,265.48
115200,268.12
118800,271.01
122400,273.63
126000,275.88
129600,277.15
133200,277.53
136800,277.1
140400,274.95
144000,271.37
147600,270.53
151200,270.38
154800,270.11
158400,269.83
162000,269.68
165600,269.04
169200,268.23
172800,267.75
176400,267.59
180000,267.46
183600,267.74
187200,268.28
190800,268.72
194400,269.14
198000,269.85
201600,271.84
205200,275.51
208800,278.66
212400,279.75
216000,279.55
219600,279.22
223200,278.53
226800,276.81
230400,273.55
234000,272.14
237600,271.8
241200,271.54
244800,271.39
248400,271.67
252000,271.53
255600,271.05
259200,270.66
262800,270.37
266400,270.22
270000,270.08
273600,269.72
277200,268.85
280800,267.77
284400,267.48
288000,268.84
291600,270.36
295200,271.67
298800,272.3
302400,272.51
306000,272.39
309600,271.91
313200,271.0
316800,269.09
320400,268.37
324000,268.91
327600,267.95
331200,266.49
334800,265.87
338400,265.53
342000,265.13
345600,264.76
349200,264.39
352800,264.12
356400,263.92
360000,263.78
363600,263.67
367200,263.58
370800,264.44
374400,267.9
378000,270.65
381600,271.3
385200,271.05
388800,270.59
392400,269.97
396000,269.45
399600,268.65
403200,267.09
406800,265.58
410400,264.27
414000,263.14
417600,262.38
421200,261.8
424800,261.38
428400,260.97
432000,260.57
435600,260.21
439200,259.89
442800,259.63
446400,259.43
450000,259.32
453600,259.27
457200,260.06
460800,262.73
464400,265.89
468000,268.3
471600,269.88
475200,270.96
478800,271.35
482400,271.03
486000,270.08
489600,268.25
493200,266.59
496800,265.49
500400,264.66
504000,264.02
507600,263.49
511200,263.06
514800,262.72
518400,262.42
522000,262.14
525600,261.87
529200,261.63
532800,261.45
536400,261.34
540000,261.28
543600,261.95
547200,264.98
550800,268.34
554400,270.98
558000,272.26
561600,272.89
565200,272.8
568800,272.02
572400,270.75
576000,268.77
579600,267.58
583200,266.55
586800,266.05
590400,265.41
594000,264.57
597600,263.88
601200,263.4
