time,value
0,248328595.6
3600,241610034.5
7200,222265453.0
10800,249524773.3
14400,239714219.2
18000,224430558.4
21600,206529462.7
25200,210612126.0
28800,241555507.7
32400,216189368.5
36000,236938385.7
39600,207993637.9
43200,236573535.8
46800,202684705.9
50400,235719476.4
54000,206086782.1
57600,249202236.9
61200,229654909.8
64800,213477160.3
68400,221600179.5
72000,246525617.1
75600,225394265.4
79200,203204900.3
82800,232955565.6
86400,222458600.9
90000,207358424.9
93600,238761404.5
97200,226563087.8
100800,204394709.8
104400,245023034.8
108000,243407559.2
111600,202814993.1
115200,232002812.7
118800,244463231.5
122400,217386159.6
126000,233335975.3
129600,222723037.1
133200,222343946.9
136800,200851551.2
140400,243070882.8
144000,246891105.9
147600,223938704.3
151200,228491574.7
154800,249639779.1
158400,220206731.3
162000,210992065.9
165600,243324829.3
169200,234451153.5
172800,208573469.2
176400,200451186.4
180000,208453856.4
183600,210319388.5
187200,245081109.4
190800,235456994.9
194400,206596502.5
198000,221260234.5
201600,233072335.7
205200,216119154.0
208800,229871839.5
212400,210532357.7
216000,209480911.4
219600,210415777.8
223200,235667269.1
226800,212634820.5
230400,213500750.5
234000,224087868.0
237600,211033686.5
241200,217733209.5
244800,231886700.9
248400,237487715.4
252000,224621070.1
255600,230869438.2
259200,215972655.6
262800,215124954.4
266400,207089474.8
270000,242217119.1
273600,214407716.0
277200,245441616.5
280800,205660458.8
284400,230693029.8
288000,214195205.4
291600,225406600.4
295200,226943755.7
298800,202607525.5
302400,221854124.1
306000,210936482.0
309600,245916949.5
313200,234572654.9
316800,205796263.0
320400,217981139.6
324000,215302786.0
327600,215112403.8
331200,228072274.4
334800,239804948.7
338400,223497435.3
342000,239558526.3
345600,220938447.7
349200,236976487.5
352800,217876157.7
356400,247491104.2
360000,237507328.6
363600,200978874.9
367200,237758357.0
370800,245590056.6
374400,217387693.6
378000,203564260.6
381600,242754431.0
385200,204717667.4
388800,227478393.8
392400,245776256.3
396000,226100578.9
399600,202598274.2
403200,222045448.0
406800,234559461.5
410400,213068877.0
414000,244795377.0
417600,222985621.4
421200,211600952.1
424800,209797144.5
428400,242484692.2
432000,237080428.0
435600,233110768.0
439200,205354420.0
442800,241808646.0
446400,222745769.3
450000,232531497.4
453600,245221129.3
457200,205535281.3
460800,230191475.4
464400,200819123.3
468000,204560520.1
471600,245283582.6
475200,227380948.9
478800,232210315.6
482400,211793845.0
486000,231028681.8
489600,203949113.6
493200,232287555.0
496800,208814990.3
500400,230946238.9
504000,248516207.9
507600,233459673.4
511200,216590566.3
514800,222894350.8
518400,201247467.3
522000,226155231.8
525600,249459597.9
529200,236168184.8
532800,219847236.6
536400,229536490.8
540000,228658994.6
543600,225383714.6
547200,207277319.3
550800,214547436.5
554400,225057203.6
558000,207093492.5
561600,220319170.1
565200,229655159.2
568800,240468997.2
572400,223529948.0
576000,233706084.0
579600,237858977.9
583200,209104989.5
586800,230981958.8
590400,238496353.9
594000,221054313.1
597600,221949438.3
601200,224439010.1
604800,246553649.3
608400,221097403.3
612000,202824936.9
615600,233710021.9
619200,213990436.6
622800,239004352.2
626400,248142060.8
630000,234412241.8
633600,224921128.0
637200,204951623.0
640800,214387562.4
644400,226905614.1
648000,200566502.6
651600,214142174.2
655200,229478564.5
658800,208602405.6
662400,208504908.3
666000,233817139.7
669600,228479721.5
673200,227583525.1
676800,248372049.2
680400,231421095.1
684000,216227485.9
687600,226050784.5
691200,243246833.8
694800,249705411.7
698400,241924411.5
702000,217369857.4
705600,237470494.0
709200,246970641.6
712800,233404091.9
716400,224060135.9
720000,214308153.9
723600,229757790.3
727200,216820357.2
730800,247977528.4
734400,222103751.1
738000,248099810.4
741600,233819181.0
745200,235303891.8
748800,247884637.7
752400,246993846.9
756000,241687876.7
759600,207762066.0
763200,241521608.7
766800,223207016.1
770400,214934421.4
774000,226165266.0
777600,241581521.8
781200,226956617.6
784800,212991593.0
788400,217701921.3
792000,209336906.8
795600,217532836.7
799200,209485926.8
802800,241784546.9
806400,219207547.8
810000,200474986.1
813600,215451234.8
817200,241837361.7
820800,214066841.1
824400,239067165.6
828000,226575712.5
831600,207695725.8
835200,226262684.2
838800,214161989.4
842400,235743305.7
846000,236719464.2
849600,222481792.2
853200,209103871.7
856800,206777021.3
860400,213638580.7
864000,231782175.4
867600,240309395.9
871200,233393866.1
874800,214329457.4
878400,207122078.1
882000,212293761.8
885600,234594850.7
889200,203587342.2
892800,224933043.8
896400,249299888.9
900000,245245032.3
903600,228760384.9
907200,238325863.7
910800,237338372.4
914400,234766570.3
918000,233865862.5
921600,214119991.4
925200,229093399.0
928800,230943614.5
932400,240711995.8
936000,200799353.0
939600,210717630.2
943200,249393367.9
946800,240866862.7
950400,231604085.5
954000,234107372.3
957600,240410841.1
961200,213983106.9
964800,233248463.4
968400,201466205.6
972000,227219007.7
975600,226448512.3
979200,243658213.9
982800,209380415.2
986400,246573028.7
990000,248817613.8
993600,216560221.4
997200,231185461.7
1000800,226353035.9
1004400,222954076.1
1008000,217928281.3
1011600,216713477.6
1015200,204159762.5
1018800,219520093.4
1022400,211967197.3
1026000,224313599.5
1029600,235004680.2
1033200,206863516.6
1036800,241323366.9
1040400,246502661.0
1044000,241436525.3
1047600,224247638.1
1051200,232988463.2
1054800,222820054.1
1058400,220923102.7
1062000,201714813.1
1065600,246342377.3
1069200,202169002.8
1072800,223803005.0
1076400,219287386.7
1080000,226702916.7
1083600,249908413.6
1087200,245123709.4
1090800,200737774.9
1094400,239025746.4
1098000,224264472.5
1101600,219510988.2
1105200,241154505.2
1108800,243720877.2
1112400,249917801.3
1116000,209783029.5
1119600,243498445.9
1123200,215374580.9
1126800,220561822.7
1130400,240817009.9
1134000,218412737.4
1137600,221310771.3
1141200,204560840.5
1144800,233374909.1
1148400,236565408.1
1152000,215040920.5
1155600,216899860.5
1159200,236716118.0
1162800,249272831.0
1166400,234938550.7
1170000,204496590.6
1173600,223536876.3
1177200,231768144.4
1180800,226263467.8
1184400,207066971.8
1188000,213775774.1
1191600,249355136.7
1195200,239749915.4
1198800,246666745.5
1202400,217418627.9
1206000,210456674.1
1209600,222844069.1
1213200,211904445.6
1216800,238558154.0
1220400,213670226.1
1224000,226250105.6
1227600,226555672.9
1231200,243669209.3
1234800,246880651.7
1238400,202435874.0
1242000,248942245.7
1245600,231616293.2
1249200,203631690.6
1252800,210591200.6
1256400,217994361.2
1260000,221334064.0
1263600,237907268.7
1267200,245787538.3
1270800,231487007.5
1274400,247795455.6
1278000,237755921.9
1281600,226305558.6
1285200,242505549.9
1288800,240801546.2
1292400,206606523.5
1296000,238036208.4
1299600,230861623.4
1303200,219882360.9
1306800,242063599.2
1310400,201915985.4
1314000,204810296.4
1317600,247405111.8
1321200,219800780.7
1324800,226613104.9
1328400,245182123.9
1332000,217001762.1
1335600,233194782.2
1339200,236368053.3
1342800,211150680.0
1346400,227772701.6
1350000,222761633.5
1353600,230513226.9
1357200,227199501.9
1360800,225917816.9
1364400,214302387.3
1368000,243950808.2
1371600,246827151.8
1375200,240310464.1
1378800,248454246.4
1382400,226211746.1
1386000,205643446.8
1389600,232511721.9
1393200,209544298.4
1396800,242846791.8
1400400,247142653.6
1404000,205172345.0
1407600,214821947.4
1411200,239951701.5
1414800,222085738.0
1418400,224626028.1
1422000,201475808.6
