time,value
0,0.96
3600,1.03
7200,1.06
10800,1.14
14400,1.14
18000,1.08
21600,1.04
25200,0.98
28800,1.12
32400,2.09
36000,3.8
39600,4.93
43200,5.97
46800,6.75
50400,6.89
54000,5.34
57600,3.24
61200,3.68
64800,4.26
68400,3.58
72000,2.94
75600,2.55
79200,2.31
82800,2.2
86400,2.1
90000,2.06
93600,2.01
97200,1.91
100800,1.83
104400,1.85
108000,1.94
111600,2.1
115200,3.39
118800,4.64
122400,6.49
126000,7.35
129600,7.73
133200,7.74
136800,7.33
140400,6.25
144000,3.39
147600,2.05
151200,1.77
154800,1.82
158400,1.98
162000,2.24
165600,2.38
169200,2.23
172800,2.01
176400,2.06
180000,2.21
183600,2.37
187200,2.26
190800,2.07
194400,1.96
198000,2.04
201600,3.12
205200,4.48
208800,6.54
212400,7.54
216000,8.11
219600,8.07
223200,7.69
226800,7.04
230400,5.25
234000,3.84
237600,3.18
241200,2.67
244800,2.42
248400,2.34
252000,2.61
255600,2.93
259200,3.52
262800,3.16
266400,2.5
270000,2.26
273600,2.22
277200,2.23
280800,2.23
284400,2.99
288000,4.81
291600,4.77
295200,4.32
298800,4.33
302400,4.96
306000,5.79
309600,6.49
313200,6.76
316800,6.03
320400,4.0
324000,2.35
327600,1.68
331200,1.48
334800,1.31
338400,1.19
342000,1.07
345600,0.77
349200,0.38
352800,0.14
356400,0.64
360000,0.94
363600,1.1
367200,1.22
370800,1.48
374400,3.32
378000,4.56
381600,5.32
385200,5.5
388800,5.19
392400,4.64
396000,4.13
399600,3.54
403200,1.66
406800,1.63
410400,1.64
414000,1.57
417600,1.48
421200,1.44
424800,1.4
428400,1.35
432000,1.36
435600,1.29
439200,1.2
442800,1.14
446400,1.22
450000,1.3
453600,1.17
457200,1.08
460800,2.05
464400,3.24
468000,5.29
471600,6.21
475200,6.66
478800,7.12
482400,7.11
486000,6.51
489600,4.04
493200,2.78
496800,2.47
500400,2.38
504000,2.44
507600,2.45
511200,2.42
514800,2.45
518400,2.31
522000,2.05
525600,1.85
529200,1.84
532800,1.76
536400,1.7
