time,value
0,256.48
3600,256.05
7200,255.76
10800,255.4
14400,255.16
18000,255.06
21600,254.97
25200,255.16
28800,257.06
32400,259.99
36000,263.41
39600,266.22
43200,268.73
46800,270.16
50400,270.66
54000,269.88
57600,266.66
61200,265.21
64800,264.47
68400,262.97
72000,261.77
75600,260.91
79200,260.11
82800,259.32
86400,258.64
90000,258.05
93600,257.51
97200,256.98
100800,256.64
104400,256.47
108000,256.4
111600,257.28
115200,260.89
118800,264.52
122400,267.98
126000,269.61
129600,270.35
133200,270.06
136800,269.07
140400,267.72
144000,265.2
147600,263.01
151200,261.85
154800,261.03
158400,260.44
162000,260.01
165600,259.54
169200,258.85
172800,258.14
176400,257.61
180000,257.24
183600,257.71
187200,258.05
190800,258.2
194400,257.57
198000,258.14
201600,261.59
205200,264.73
208800,267.08
212400,267.77
216000,267.66
219600,267.14
223200,266.45
226800,265.41
230400,263.7
234000,262.13
237600,261.04
241200,260.08
244800,259.4
248400,258.9
252000,259.34
255600,257.86
259200,256.68
262800,255.72
266400,254.88
270000,254.15
273600,253.54
277200,253.01
280800,252.55
284400,253.0
288000,254.61
291600,256.02
295200,257.23
298800,258.05
302400,258.45
306000,258.43
309600,257.77
313200,256.48
316800,254.85
320400,254.0
324000,253.63
327600,252.8
331200,251.99
334800,251.42
338400,250.94
342000,250.63
345600,250.59
349200,250.48
352800,250.28
356400,249.73
360000,249.09
363600,248.6
367200,248.36
370800,249.37
374400,252.39
378000,255.33
381600,257.66
385200,259.55
388800,261.15
392400,262.19
396000,262.6
399600,262.19
403200,259.31
406800,257.34
410400,256.38
414000,255.59
417600,255.05
421200,254.77
424800,254.57
428400,254.48
432000,254.13
435600,254.14
439200,254.06
442800,253.76
446400,253.24
450000,252.69
453600,252.92
457200,253.58
460800,255.8
464400,258.64
468000,263.27
471600,266.05
475200,267.56
478800,268.0
482400,267.2
486000,265.32
489600,262.66
493200,260.48
496800,259.47
500400,258.74
504000,258.23
507600,257.68
511200,256.99
514800,256.35
518400,256.12
522000,256.41
525600,256.28
529200,256.27
532800,255.8
536400,255.05
540000,254.79
543600,255.72
547200,259.59
550800,262.99
554400,266.03
558000,267.59
561600,268.4
565200,268.52
568800,267.74
572400,266.12
576000,263.59
579600,261.27
583200,260.15
586800,259.28
590400,258.53
594000,257.91
597600,257.34
601200,256.73
604800,258.13
608400,257.43
612000,256.92
615600,256.57
619200,256.32
622800,256.12
626400,255.9
630000,256.23
633600,258.01
637200,259.84
640800,260.52
644400,260.23
648000,259.89
651600,259.72
655200,259.27
658800,258.36
662400,257.31
666000,256.84
669600,256.58
673200,256.44
676800,256.33
680400,256.03
684000,255.36
687600,254.7
691200,254.44
694800,254.39
698400,254.34
702000,254.42
705600,254.75
709200,255.16
712800,255.48
716400,255.71
720000,257.52
723600,260.65
727200,263.29
730800,264.89
734400,265.98
738000,266.57
741600,266.54
745200,265.71
748800,263.7
752400,262.31
756000,261.61
759600,261.11
763200,260.64
766800,260.2
770400,259.87
774000,259.59
777600,259.3
781200,258.98
784800,258.62
788400,258.23
792000,257.95
795600,257.84
799200,257.69
802800,257.86
806400,260.55
810000,263.64
813600,267.73
817200,271.09
820800,273.16
824400,274.12
828000,273.78
831600,271.26
835200,267.05
838800,265.02
842400,263.8
846000,262.98
849600,262.41
853200,261.97
856800,261.58
860400,261.19
864000,260.81
867600,260.44
871200,260.09
874800,259.79
878400,259.53
882000,259.29
885600,259.07
889200,259.16
892800,261.73
896400,264.53
900000,267.73
903600,269.73
907200,270.74
910800,271.0
914400,270.48
918000,268.88
921600,266.3
925200,264.66
928800,263.87
932400,263.56
936000,263.59
939600,264.01
943200,263.87
946800,263.35
950400,263.01
954000,262.52
957600,262.0
961200,261.78
964800,261.43
968400,261.3
972000,261.69
975600,262.11
979200,263.19
982800,265.43
986400,267.45
990000,268.37
993600,268.73
997200,268.71
1000800,268.2
1004400,267.01
1008000,264.51
1011600,262.92
1015200,262.17
1018800,261.7
1022400,261.65
1026000,262.23
1029600,263.06
1033200,263.2
1036800,263.18
1040400,263.27
1044000,263.43
1047600,263.39
1051200,262.83
1054800,262.47
1058400,262.41
1062000,262.59
1065600,264.39
1069200,266.48
1072800,267.57
1076400,268.0
1080000,268.12
1083600,267.91
1087200,267.38
1090800,266.34
1094400,264.1
1098000,262.8
1101600,263.0
1105200,263.12
1108800,262.84
1112400,262.42
1116000,261.88
1119600,261.24
1123200,260.72
1126800,260.48
1130400,260.38
1134000,260.32
1137600,260.26
1141200,260.16
1144800,260.09
1148400,260.38
1152000,263.6
1155600,266.34
1159200,269.52
1162800,272.94
1166400,274.78
1170000,275.7
1173600,275.66
1177200,273.73
1180800,271.73
1184400,270.2
1188000,268.62
1191600,267.33
1195200,266.42
1198800,265.87
1202400,265.31
1206000,264.61
1209600,265.32
1213200,264.96
1216800,264.84
1220400,264.76
1224000,265.3
1227600,265.37
1231200,265.51
1234800,265.76
1238400,267.52
1242000,269.59
1245600,272.34
1249200,274.32
1252800,274.82
1256400,273.41
1260000,270.8
1263600,268.78
1267200,266.74
1270800,265.34
1274400,264.35
1278000,263.46
1281600,262.55
1285200,261.77
1288800,261.04
1292400,260.29
1296000,259.59
1299600,258.95
1303200,258.38
1306800,257.92
1310400,257.61
1314000,257.44
1317600,257.32
1321200,257.62
1324800,260.54
1328400,263.25
1332000,265.35
1335600,266.78
1339200,267.78
1342800,268.34
1346400,268.48
1350000,267.89
1353600,265.03
1357200,263.29
1360800,262.21
1364400,261.42
1368000,260.96
1371600,260.8
1375200,260.59
1378800,260.27
1382400,259.81
1386000,259.47
1389600,259.09
1393200,258.73
1396800,258.78
1400400,259.16
1404000,259.28
1407600,259.61
1411200,260.36
1414800,261.7
1418400,263.53
1422000,265.7
1425600,267.71
1429200,268.42
1432800,267.8
1436400,266.63
1440000,265.48
1443600,264.8
1447200,264.25
1450800,263.62
1454400,263.01
1458000,262.46
1461600,261.88
1465200,261.28
1468800,260.7
1472400,260.2
1476000,259.66
1479600,259.13
1483200,258.76
1486800,258.61
1490400,258.47
1494000,258.75
1497600,260.91
1501200,263.25
1504800,265.18
1508400,266.54
1512000,267.13
1515600,266.89
1519200,266.59
1522800,265.82
1526400,264.38
1530000,263.23
1533600,262.45
1537200,261.7
1540800,261.13
1544400,260.68
1548000,260.17
1551600,259.19
1555200,258.35
1558800,257.62
1562400,257.13
1566000,256.56
1569600,256.03
1573200,255.59
1576800,255.15
1580400,255.14
1584000,257.77
1587600,260.27
1591200,262.34
1594800,263.98
1598400,265.21
1602000,265.74
1605600,265.56
1609200,264.55
1612800,261.73
1616400,260.38
1620000,259.61
1623600,259.09
1627200,258.95
1630800,259.09
1634400,259.39
1638000,259.28
1641600,258.84
1645200,258.65
1648800,258.41
1652400,258.24
1656000,258.24
1659600,258.7
1663200,259.13
1666800,260.01
1670400,262.81
1674000,266.07
1677600,269.02
1681200,270.58
1684800,271.26
1688400,271.02
1692000,270.19
1695600,268.91
1699200,266.53
1702800,264.95
1706400,264.23
1710000,263.74
1713600,263.29
1717200,262.95
1720800,262.39
1724400,261.72
1728000,261.52
1731600,261.38
1735200,261.3
