times,load_act,load_fc,re_act,re_fc,tie_act,tie_fc,wind_act,wind_fc,pv_act,pv_fc,hydro_act,hydro_fc,nonmkt_act,nonmkt_fc,price_rt,date,hour,month,dow,wind_act_cf,pv_act_cf,load_act_cf,re_act_cf
2025-01-01 00:00:00,3.014293277054872,3.011539552081398,0.4898575173887061,0.552920858196767,0.11825028015124613,0.1472705206526859,0.4993274793921361,0.5510839506550387,0.0,0.0018369075417282,-0.025377515861232065,0.04926596312475367,0.3891060140065045,0.4717869569791591,2.4656741947528924,2025-01-01,0,1,2,0.31971449485012826,0.0,0.9512792887078757,0.22399374056222773
2025-01-01 01:00:00,3.0142173041672335,3.000645624400895,0.5328100166693523,0.593222137461568,0.11384922921104275,0.1472705206526859,0.5434783633142523,0.5908372316372364,0.0,0.0023849058243315,-0.04597592800523612,0.03564945935470852,0.37760985508976125,0.465909402188047,2.753468670187021,2025-01-01,1,1,2,0.3479838734301534,0.0,0.9512553124627426,0.2436343312214376
2025-01-01 02:00:00,3.0124938884315005,2.991130896834441,0.5765546209646519,0.6257489358122944,0.05265815255780337,0.1472705206526859,0.592618328326892,0.6237414983581596,0.0,0.0020074374541348,-0.05847113039442295,0.04207448646227875,0.3716212045606488,0.47173763304287697,1.9587398276741248,2025-01-01,2,1,2,0.37944771177146563,0.0,0.9507114205635318,0.26363712223248875
2025-01-01 03:00:00,2.98805399488509,2.9896844899351733,0.5934881010089849,0.6390248472829889,0.03215546625222355,0.1472705206526859,0.5995042770996954,0.6376278812013692,0.0,0.001396966081619725,-0.06315976793467863,0.041938611874771825,0.36850871223547366,0.46882237802214743,1.6970958814291521,2025-01-01,3,1,2,0.3838567173325872,0.0,0.9429984469368775,0.2713801768988443
2025-01-01 04:00:00,2.9861850618491887,2.9933592400695552,0.6213245085989716,0.6427295774876459,0.07059727987173608,0.1472705206526859,0.6261940784931721,0.6410315834489302,0.0,0.001697994038715725,-0.0546922389632944,0.04200260442243635,0.37602845021322884,0.472618100369922,1.4585390780374983,2025-01-01,4,1,2,0.4009459357760695,0.0,0.9424086313066041,0.2841087374262685
2025-01-01 05:00:00,2.979575420624657,3.0152639767961578,0.6344775193137404,0.6296870196633666,0.08552525100446652,0.1472705206526859,0.636140448942777,0.6275081172459005,0.0,0.002178902417466125,0.024341888521356575,0.03567049800051605,0.45972158581195666,0.46999580849206224,1.2008233183211376,2025-01-01,5,1,2,0.4073144993643561,0.0,0.9403226979800268,0.29012312317125305
2025-01-01 06:00:00,2.995494662619019,3.047617907607166,0.6393924976184754,0.5982803538798426,0.10092711763401152,0.1472705206526859,0.6393088690013905,0.596033075863502,0.0004823109551375,0.002247278016340575,0.05596577832284332,0.027052718033656352,0.4921435415777422,0.4587555613252944,1.185057284395916,2025-01-01,6,1,2,0.4093432076977044,0.0003931455312428993,0.9453466434986796,0.29237056112245263
2025-01-01 07:00:00,3.002260340466623,3.0649958290441828,0.5995649385284405,0.5590722075867909,0.12611844147984705,0.17483114666054564,0.5990612382833986,0.5559847863145364,0.000507907974203325,0.003087421272254475,0.061214394485676026,0.060291849867015974,0.49546238795387954,0.48962048197927466,1.232777711955483,2025-01-01,7,1,2,0.38357304391744934,0.00041401039767745805,0.9474818203441071,0.27415889013372086
2025-01-01 08:00:00,2.9869810239489065,3.0501828691752,0.5812811280673611,0.55429450644595,0.21857469902355486,0.2484664069868886,0.5533332156545945,0.5143491309393929,0.027947912412766625,0.03994537550655705,0.07347010695675382,0.09412707666492215,0.5111119846378083,0.528446075562726,1.272544734921789,2025-01-01,8,1,2,0.3542938388693692,0.02278114721552353,0.9426598285825366,0.2657983792677455
2025-01-01 09:00:00,3.0299594708927153,3.0510875309449235,0.741980966983088,0.7671352978767121,0.29531035445373366,0.2945408659833234,0.45226934682283393,0.4720542646622803,0.28971162016025404,0.29508103321443163,-0.007285858365194851,0.04856788916872342,0.4450423966659001,0.5002728743177705,1.2297236045916708,2025-01-01,9,1,2,0.28958363343368815,0.23615227396747224,0.9562233748869698,0.3392804771201261
2025-01-01 10:00:00,2.9916954338302766,3.0342355756530948,0.9199829882109247,1.0916106504031777,0.2989777410620823,0.2945410413053718,0.33423938804573883,0.4358358852605265,0.5857436001651859,0.6557747651426512,-0.0707827705989391,0.00441268063608025,0.3791327024021294,0.48602375015642957,1.1982265317214378,2025-01-01,10,1,2,0.21401020676480387,0.4774564550237515,0.9441476468093711,0.4206742235609345
2025-01-01 11:00:00,3.013672052596722,3.0432927126732356,1.0551405085399272,1.3037263098417737,0.2147740676584252,0.2669805906195604,0.33396904144711215,0.4105007973350062,0.7211714670928151,0.8932255125067673,-0.07017019536184327,0.004391992634369525,0.3845126347792107,0.5207417234680098,1.1271732011066207,2025-01-01,11,1,2,0.2138371064853648,0.587847604387499,0.9510832367957492,0.48247676301157555
2025-01-01 12:00:00,2.9824086249267374,3.0091206922203604,1.0960659342970183,1.3928246241925517,0.14069892431265657,0.2209057809790288,0.3466465787666308,0.41199068410227596,0.7494193555303874,0.9808339400902759,-0.06994560781784795,0.0043695514121748,0.3863037248256248,0.5273948445605434,1.0975062066332968,2025-01-01,12,1,2,0.2219544094725502,0.6108732706884302,0.9412168274908355,0.5011904478567107
2025-01-01 13:00:00,2.9621852266442525,2.9806501447813254,1.1180407998429798,1.4076598499616806,0.14213305866853626,0.2209057809790288,0.3585001024586881,0.4219239053982512,0.7595406973842916,0.9857359445634296,-0.06840540362268857,0.0043567529026419,0.39267317484385345,0.531616424163872,1.0694394371641374,2025-01-01,13,1,2,0.22954410460411723,0.619123467532725,0.9348345354690668,0.511238741814168
2025-01-01 14:00:00,2.954890076210493,2.9741053727147,1.0203820358351674,1.3414733221834925,0.15635956628563413,0.2209057809790288,0.3864155802925015,0.43652753074144895,0.6339664555426658,0.9049457914420436,-0.06266974280941168,0.005151838392118025,0.3964918643799679,0.525330076796583,1.1134766430565655,2025-01-01,14,1,2,0.24741811166858438,0.5167642913759737,0.9325322626383273,0.4665829979043816
2025-01-01 15:00:00,2.9519972624119575,2.9854732543327005,0.8319937611383,1.1378134451390385,0.1323295756883741,0.2209057809790288,0.4047253384167434,0.4500569578941241,0.4272684227215565,0.6877564872449142,-0.04881895034202655,0.028647798029963676,0.40142928390689764,0.5136133043022747,1.1532436660228713,2025-01-01,15,1,2,0.2591416704774173,0.3482787799963898,0.9316193209967218,0.38044000156462865
2025-01-01 16:00:00,2.998159557754639,3.034019929533568,0.6016845820935488,0.798100152098278,0.053164833277667974,0.248466582308937,0.4275785674251692,0.4574564249466796,0.17410601466837958,0.3406437271515983,0.024748635673635423,0.032175452965740675,0.4693649997619332,0.47780693171425165,1.2964049487015725,2025-01-01,16,1,2,0.27377436919653814,0.14191882000662884,0.9461876564048858,0.27512812480697485
2025-01-01 17:00:00,3.0698452369028177,3.1171962157336246,0.46950227692582736,0.5173308330164647,0.041085494787276626,0.29454121662742017,0.4542527651563385,0.4606527212109881,0.015710082790625225,0.0566781118054765,0.01229077688075695,0.1036002529059062,0.44923311958871104,0.524784649904023,1.5111468727196244,2025-01-01,17,1,2,0.2908535967678608,0.012805740319187844,0.9688109035818323,0.21468604130382102
2025-01-01 18:00:00,3.1572327587053475,3.1954459523737513,0.515129138732707,0.46795996886608726,0.044976241685281824,0.2945408659833234,0.516396541820562,0.46453750715934783,0.0,0.00342246170673935,0.015251966278166326,0.05752018360392275,0.4595515234250125,0.4772262650899639,1.3043583532948337,2025-01-01,18,1,2,0.33064364835578536,0.0,0.9963894873298201,0.23554951911818528
2025-01-01 19:00:00,3.139879382355106,3.1823178373898546,0.5025147173506108,0.4580290267567411,0.0402053781043284,0.29454121662742017,0.5024819321275608,0.4552440360179698,0.000226691408576075,0.00278499073877125,0.01052300466677955,0.08715837588527581,0.4587932555656995,0.5078243455862854,1.4950006660548447,2025-01-01,19,1,2,0.32173426004322886,0.0001847826869854833,0.9909129440761169,0.2297814103720623
2025-01-01 20:00:00,3.1134180255906894,3.166850926280355,0.4968774122064841,0.4310280287273615,0.04777175174695693,0.2669805906195604,0.49488242261778537,0.42847937210982806,0.00202304111644205,0.0025486566175334253,0.017944211653336123,0.09574039015426268,0.4678851063514221,0.5139697340266639,1.272544734921789,2025-01-01,20,1,2,0.31686836853053985,0.0016490389985504164,0.9825620178962682,0.22720367904999372
2025-01-01 21:00:00,3.101992287696718,3.153680734004843,0.45467669386936016,0.3924035295334203,0.03691773905280557,0.2209057809790288,0.4502221112637132,0.3901374920579014,0.0044545826056469,0.00226603747551895,0.01676955392908255,0.10513730130419441,0.46025263629654833,0.5179919724609662,1.4713798497533186,2025-01-01,21,1,2,0.28827280855495263,0.0036310583997893196,0.9789561750609089,0.20790685003502812
2025-01-01 22:00:00,3.0657444541908343,3.1191493033527564,0.4096964197769652,0.35166973077522623,0.03171540791074943,0.19334515497116903,0.40694491554943746,0.34958374904340994,0.0028375873532901254,0.002085981731816175,0.02276013300072735,0.07549227146295392,0.4525666930169136,0.4802854595124267,1.4713798497533186,2025-01-01,22,1,2,0.2605628439778705,0.002312999063310394,0.9675167396426111,0.187339032888568
