time,value
0,263.9
3600,263.26
7200,262.63
10800,262.04
14400,261.55
18000,261.2
21600,261.0
25200,261.27
28800,264.26
32400,267.3
36000,269.11
39600,270.26
43200,271.81
46800,272.41
50400,272.39
54000,271.48
57600,269.02
61200,268.0
64800,267.48
68400,267.13
72000,266.88
75600,266.63
79200,266.41
82800,266.2
86400,265.98
90000,265.91
93600,265.38
97200,264.67
100800,263.72
104400,262.73
108000,261.84
111600,261.39
115200,263.42
118800,265.52
122400,267.67
126000,269.85
129600,272.12
133200,272.83
136800,272.87
140400,272.09
144000,270.8
147600,270.66
151200,270.25
154800,268.6
158400,267.73
162000,267.42
165600,266.81
169200,266.39
172800,266.14
176400,265.74
180000,265.21
183600,263.7
187200,262.39
190800,261.55
194400,260.91
198000,260.8
201600,263.05
205200,265.63
208800,267.56
212400,268.63
216000,269.2
219600,269.14
223200,268.45
226800,267.1
230400,264.64
234000,262.96
237600,261.98
241200,261.21
244800,260.55
248400,259.98
252000,259.41
255600,258.91
259200,258.48
262800,258.09
266400,257.73
270000,257.41
273600,257.23
277200,257.24
280800,257.39
284400,257.82
288000,260.34
291600,263.21
295200,265.75
298800,267.34
302400,268.46
306000,268.99
309600,268.74
313200,267.28
316800,264.58
320400,262.96
324000,262.18
327600,261.71
331200,260.92
334800,259.63
338400,258.8
342000,258.2
345600,257.68
349200,257.23
352800,256.85
356400,256.53
360000,256.29
363600,256.2
367200,256.2
370800,256.51
374400,259.49
378000,262.48
381600,265.0
385200,266.55
388800,267.67
392400,268.29
396000,268.29
399600,267.2
403200,264.02
406800,262.51
410400,261.28
414000,260.18
417600,259.34
421200,258.73
424800,258.26
428400,257.88
432000,257.58
435600,257.34
439200,257.18
442800,257.14
446400,257.05
450000,256.93
453600,256.88
457200,257.41
460800,260.2
464400,262.38
468000,265.14
471600,267.14
475200,268.37
478800,268.95
482400,268.81
486000,267.52
489600,264.09
493200,262.27
496800,261.08
500400,260.49
504000,260.47
507600,260.45
511200,260.03
514800,259.45
518400,259.04
522000,258.82
525600,258.71
529200,258.68
532800,258.82
536400,258.81
540000,258.39
543600,258.05
547200,259.48
550800,261.77
554400,264.77
558000,266.66
561600,267.74
565200,268.4
568800,268.55
572400,267.65
576000,265.48
579600,264.3
583200,263.3
586800,262.43
590400,261.7
594000,261.13
597600,260.83
601200,260.75
604800,266.6
608400,265.68
612000,264.97
615600,264.14
