time,value
0,0.0
3600,0.0
7200,0.0
10800,0.0
14400,0.0
18000,0.0
21600,0.0
25200,23.44
28800,161.95
32400,305.56
36000,408.92
39600,465.5
43200,460.17
46800,378.89
50400,259.1
54000,105.58
57600,8.48
61200,0.0
64800,0.0
68400,0.0
72000,0.0
75600,0.0
79200,0.0
82800,0.0
86400,0.0
90000,0.0
93600,0.0
97200,0.0
100800,0.0
104400,0.0
108000,0.0
111600,22.8
115200,160.39
118800,300.02
122400,404.64
126000,466.47
129600,462.98
133200,349.83
136800,255.42
140400,95.01
144000,7.77
147600,0.0
151200,0.0
154800,0.0
158400,0.0
162000,0.0
165600,0.0
169200,0.0
172800,0.0
176400,0.0
180000,0.0
183600,0.0
187200,0.0
190800,0.0
194400,0.0
198000,24.46
201600,167.0
205200,337.23
208800,431.6
212400,492.23
216000,439.02
219600,408.56
223200,286.37
226800,125.38
230400,9.89
234000,0.0
237600,0.0
241200,0.0
244800,0.0
248400,0.0
252000,0.0
255600,0.0
259200,0.0
262800,0.0
266400,0.0
270000,0.0
273600,0.0
277200,0.0
280800,0.0
284400,23.46
288000,139.72
291600,298.09
295200,393.19
298800,458.8
302400,408.43
306000,391.39
309600,293.63
313200,121.21
316800,9.04
320400,0.0
324000,0.0
327600,0.0
331200,0.0
334800,0.0
338400,0.0
342000,0.0
345600,0.0
349200,0.0
352800,0.0
356400,0.0
360000,0.0
363600,0.0
367200,0.0
370800,24.69
374400,176.88
378000,324.09
381600,428.95
385200,485.45
388800,479.87
392400,425.73
396000,298.95
399600,133.44
403200,11.0
406800,0.0
410400,0.0
414000,0.0
417600,0.0
421200,0.0
424800,0.0
428400,0.0
432000,0.0
435600,0.0
439200,0.0
442800,0.0
446400,0.0
450000,0.0
453600,0.0
457200,22.7
460800,118.52
464400,255.75
468000,359.62
471600,414.62
475200,457.12
478800,378.74
482400,270.57
486000,124.06
489600,10.64
493200,0.0
496800,0.0
500400,0.0
504000,0.0
507600,0.0
511200,0.0
514800,0.0
518400,0.0
522000,0.0
525600,0.0
529200,0.0
532800,0.0
536400,0.0
540000,0.0
543600,23.36
547200,164.65
550800,287.75
554400,417.67
