time,value
0,1.38
3600,1.38
7200,1.41
10800,1.46
14400,1.47
18000,1.47
21600,1.46
25200,1.39
28800,1.49
32400,1.48
36000,0.89
39600,1.07
43200,1.03
46800,1.05
50400,1.24
54000,1.14
57600,1.03
61200,1.2
64800,1.25
68400,1.23
72000,1.17
75600,1.09
79200,0.96
82800,0.8
86400,0.54
90000,0.25
93600,0.41
97200,0.66
100800,0.89
104400,1.06
108000,1.16
111600,1.15
115200,1.59
118800,2.13
122400,2.12
126000,1.77
129600,1.38
133200,0.76
136800,0.13
140400,0.43
144000,0.72
147600,0.59
151200,0.65
154800,1.13
158400,1.72
162000,3.13
165600,4.17
169200,4.05
172800,3.71
176400,3.18
180000,2.81
183600,2.28
187200,2.19
190800,2.23
194400,2.28
198000,2.51
201600,3.97
205200,5.81
208800,6.73
212400,6.6
216000,6.41
219600,6.16
223200,5.77
226800,4.97
230400,2.48
234000,1.56
237600,1.35
241200,1.3
244800,1.32
248400,1.33
252000,1.38
255600,1.43
259200,1.44
262800,1.43
266400,1.38
270000,1.33
273600,1.27
277200,1.24
280800,1.24
284400,1.18
288000,1.35
291600,1.35
295200,1.67
298800,2.4
302400,3.09
306000,3.72
309600,4.39
313200,4.83
316800,3.98
320400,3.33
324000,2.77
327600,2.2
331200,1.7
334800,1.67
338400,1.97
342000,2.08
345600,1.93
349200,1.77
352800,1.68
356400,1.63
360000,1.51
363600,1.39
367200,1.37
370800,1.37
374400,2.09
378000,2.64
381600,3.0
385200,3.18
388800,3.23
392400,3.2
396000,3.15
399600,2.28
403200,1.32
406800,1.39
410400,1.39
414000,1.39
417600,1.42
421200,1.5
424800,1.61
428400,1.73
432000,1.8
435600,1.8
439200,1.79
442800,1.77
446400,1.67
450000,1.56
453600,1.48
457200,1.39
460800,1.96
464400,1.98
468000,2.26
471600,2.72
475200,2.99
478800,3.32
482400,3.72
486000,3.35
489600,2.02
493200,1.82
496800,1.55
500400,1.36
504000,1.34
507600,1.33
511200,1.38
514800,1.43
518400,1.43
522000,1.39
525600,1.32
529200,1.22
532800,1.03
536400,0.84
540000,0.8
543600,0.81
547200,0.8
550800,0.99
554400,1.39
558000,1.76
561600,1.93
565200,1.96
568800,1.85
572400,1.13
