time,value
0,0
3600,0
7200,0
10800,0
14400,0
18000,0
21600,0
25200,45.88
28800,198.72
32400,348.73
36000,444.05
39600,433.2
43200,398.46
46800,305.55
50400,230.09
54000,85.01
57600,0
61200,0
64800,0
68400,0
72000,0
75600,0
79200,0
82800,0
86400,0
90000,0
93600,0
97200,0
100800,0
104400,0
108000,0
111600,45.49
115200,211.03
118800,356.87
122400,434.05
126000,485.93
129600,468.43
133200,392.32
136800,269.2
140400,108.53
144000,0
147600,0
151200,0
154800,0
158400,0
162000,0
165600,0
169200,0
172800,0
176400,0
180000,0
183600,0
187200,0
190800,0
194400,0
198000,46.47
201600,223.7
205200,364.38
208800,468.05
212400,483.89
216000,434.79
219600,392.11
223200,261.01
226800,107.63
230400,0
234000,0
237600,0
241200,0
244800,0
248400,0
252000,0
255600,0
259200,0
262800,0
266400,0
270000,0
273600,0
277200,0
280800,0
284400,48.27
288000,214.79
291600,352.17
295200,440.59
298800,484.35
302400,464.98
306000,385.39
309600,258.97
313200,108.01
316800,0
320400,0
324000,0
327600,0
331200,0
334800,0
338400,0
342000,0
345600,0
349200,0
352800,0
356400,0
360000,0
363600,0
367200,0
370800,39.77
374400,207.65
378000,347.44
381600,442.98
385200,481.91
388800,459.35
392400,379.47
396000,258.95
399600,107.12
403200,0
406800,0
410400,0
414000,0
417600,0
421200,0
424800,0
428400,0
432000,0
435600,0
439200,0
442800,0
446400,0
450000,0
453600,0
457200,40
460800,179.09
464400,320.49
468000,407.59
471600,467.55
475200,445.34
478800,362.87
482400,228.15
486000,85.1
489600,0
493200,0
496800,0
500400,0
504000,0
507600,0
511200,0
514800,0
518400,0
522000,0
525600,0
529200,0
532800,0
536400,0
540000,0
543600,37.18
547200,196.75
550800,343.62
554400,426.05
558000,471.59
561600,455.6
565200,367.69
568800,248.83
572400,91.95
576000,0
579600,0
583200,0
586800,0
590400,0
594000,0
597600,0
601200,0
604800,0
608400,0
612000,0
615600,0
619200,0
622800,0
626400,0
