time,value
0,1.45
3600,1.33
7200,1.09
10800,1.02
14400,1.51
18000,1.74
21600,1.19
25200,1.43
28800,3.24
32400,4.63
36000,5.29
39600,5.45
43200,5.35
46800,5.11
50400,5.2
54000,5.14
57600,4.06
61200,2.48
64800,1.12
68400,0.88
72000,0.94
75600,1.11
79200,1.25
82800,1.46
86400,1.69
90000,1.82
93600,1.68
97200,1.44
100800,1.21
104400,1.04
108000,0.96
111600,0.8
115200,1.24
118800,0.86
122400,1.08
126000,1.23
129600,1.16
133200,1.17
136800,1.31
140400,0.93
144000,0.57
147600,0.59
151200,0.54
154800,0.39
158400,0.28
162000,0.24
165600,0.48
169200,0.82
172800,1.03
176400,1.15
180000,1.23
183600,1.31
187200,1.35
190800,1.37
194400,1.4
198000,1.37
201600,1.66
205200,2.09
208800,2.72
212400,3.08
216000,3.32
219600,3.43
223200,3.44
226800,2.58
230400,1.58
234000,1.6
237600,1.57
241200,1.45
244800,1.35
248400,1.28
252000,1.22
255600,1.17
259200,1.14
262800,1.08
266400,1.03
270000,0.97
273600,0.91
277200,0.85
280800,0.8
284400,0.79
288000,1
291600,1.23
295200,0.81
298800,0.94
302400,1.33
306000,1.65
309600,1.86
313200,1.2
316800,1.02
320400,1.04
324000,1.07
327600,1.13
331200,1.17
334800,1.18
338400,1.23
342000,1.3
345600,1.37
349200,1.46
352800,1.64
356400,1.81
360000,1.74
363600,1.58
367200,1.43
370800,1.16
374400,0.81
378000,0.43
381600,0.84
385200,1.65
388800,1.9
392400,1.7
396000,1.27
399600,0.75
403200,0.57
406800,0.7
410400,0.72
414000,0.7
417600,0.7
421200,0.68
424800,0.61
428400,0.56
432000,0.83
435600,1.05
439200,1.22
442800,1.39
446400,1.47
450000,1.43
453600,1.25
457200,0.95
460800,0.59
464400,0.67
468000,0.17
471600,0.84
475200,1.47
478800,2.18
482400,2.6
486000,1.62
489600,1.54
493200,1.47
496800,1.47
500400,1.45
504000,1.34
507600,1.33
511200,1.36
514800,1.35
518400,1.33
522000,1.33
525600,1.33
529200,1.3
532800,1.21
536400,1.07
540000,0.96
543600,0.87
547200,0.81
550800,0.49
554400,1.1
558000,1.72
561600,2.07
565200,2.33
568800,2.46
572400,1.59
576000,1.35
579600,1.4
583200,1.38
586800,1.35
590400,1.28
594000,1.22
597600,1.26
601200,1.38
604800,1.46
608400,1.45
612000,1.42
615600,1.44
619200,1.38
622800,1.35
626400,1.38
630000,1.43
633600,2.16
637200,2.99
640800,4.3
644400,5.48
648000,6.83
651600,8.08
655200,8.6
658800,8.08
662400,6.67
666000,5.18
669600,4.24
673200,3.69
676800,3.33
680400,3.27
684000,3.1
687600,2.61
691200,2.2
694800,1.87
698400,1.61
702000,1.49
705600,1.41
709200,1.34
712800,1.34
716400,1.33
720000,2.03
723600,1.59
727200,0.64
730800,0.17
734400,0.46
738000,0.76
741600,1.07
745200,1.32
748800,1.05
752400,1.35
756000,1.45
759600,1.38
763200,1.29
766800,1.22
770400,1.14
774000,1.08
777600,1.04
781200,0.96
784800,0.93
788400,0.93
792000,0.81
795600,0.71
799200,0.67
802800,1.08
806400,1.99
810000,3.31
813600,4.8
817200,6.19
820800,8.17
824400,9.51
828000,9.97
831600,9.59
835200,8.94
838800,9.31
842400,9.9
846000,9.56
849600,8.67
853200,7.95
856800,7.68
860400,7.48
864000,7.02
867600,6.59
871200,5.77
874800,4.98
878400,4.3
882000,3.92
885600,3.56
889200,3.76
892800,5.42
896400,7.29
900000,8.33
903600,8.9
907200,9.41
910800,9.56
914400,9.06
918000,7.78
921600,5.54
925200,4.21
928800,3.89
932400,3.31
936000,2.98
939600,3.01
943200,2.87
946800,2.28
950400,1.98
954000,1.64
957600,1.49
961200,1.43
964800,1.4
968400,1.42
972000,1.46
975600,1.5
979200,2.63
982800,3.34
986400,3.63
990000,4.18
993600,4.61
997200,4.8
1000800,4.71
1004400,3.92
1008000,1.68
1011600,1.44
1015200,1.5
1018800,1.65
1022400,1.82
1026000,2.14
1029600,2.49
1033200,2.47
1036800,2.2
1040400,2.17
1044000,2.15
1047600,2.14
1051200,2.2
1054800,2.38
1058400,2.57
1062000,3.08
1065600,4.75
1069200,5.64
1072800,7.54
1076400,8.22
1080000,8.47
1083600,8.28
1087200,7.56
