time,value
0,218430975.0
3600,226877111.2
7200,246320357.9
10800,237456036.5
14400,207386774.3
18000,200144387.3
21600,206350694.7
25200,245846067.6
28800,233606085.4
32400,205689490.4
36000,248011374.6
39600,205969156.0
43200,224620784.8
46800,218065670.1
50400,223500024.5
54000,202938988.4
57600,216500585.1
61200,213226023.9
64800,212295883.3
68400,247383818.0
72000,201622099.7
75600,245307531.7
79200,218424885.2
82800,233127018.7
86400,247681231.5
90000,204706422.9
93600,234265781.1
97200,220622024.1
100800,205589436.1
104400,224591753.2
108000,223077619.2
111600,243852907.1
115200,233011958.9
118800,213898241.9
122400,232858410.8
126000,232270747.5
129600,244861187.2
133200,244116828.1
136800,216758621.3
140400,221350096.4
144000,240188249.4
147600,246154710.2
151200,243336192.0
154800,224982513.6
158400,229224152.2
162000,246237850.1
165600,208305844.9
169200,218718006.9
172800,212970401.6
176400,241524045.8
180000,203508834.3
183600,214051513.9
187200,227752241.9
190800,230948344.0
194400,220489354.4
198000,212921422.3
201600,220837308.0
205200,219102776.9
208800,204816706.6
212400,206564211.0
216000,230494913.5
219600,232809686.6
223200,242049765.6
226800,224990893.9
230400,215359904.1
234000,208488196.1
237600,202438269.7
241200,211290856.6
244800,218348554.2
248400,228392319.2
252000,228485770.3
255600,238938823.9
259200,229512077.5
262800,205533173.2
266400,232033897.2
270000,203600966.3
273600,218292289.8
277200,214365153.2
280800,237071905.0
284400,203349371.5
288000,237858297.8
291600,212035651.7
295200,211545491.8
298800,200599419.1
302400,206623731.3
306000,210469327.4
309600,210709135.8
313200,245289718.5
316800,213888625.1
320400,204855099.5
324000,239141076.3
327600,233376047.2
331200,230633627.4
334800,217189621.1
338400,234516944.6
342000,211677948.5
345600,215401471.3
349200,217865035.3
352800,210834896.6
356400,233864000.2
360000,236800735.7
363600,200500928.5
367200,217795715.7
370800,211997729.2
374400,246380436.6
378000,238149340.8
381600,218969355.1
385200,234297813.8
388800,234943633.7
392400,229519911.8
396000,248102776.8
399600,239067282.7
