time,value
0,0.0
3600,0.0
7200,0.0
10800,0.0
14400,0.0
18000,0.0
21600,0.0
25200,21.88
28800,158.19
32400,286.23
36000,391.51
39600,456.42
43200,445.1
46800,409.41
50400,284.21
54000,121.44
57600,10.06
61200,0.0
64800,0.0
68400,0.0
72000,0.0
75600,0.0
79200,0.0
82800,0.0
86400,0.0
90000,0.0
93600,0.0
97200,0.0
100800,0.0
104400,0.0
108000,0.0
111600,23.23
115200,158.45
118800,302.67
122400,413.14
126000,462.67
129600,453.65
133200,399.51
136800,277.75
140400,117.91
144000,10.02
147600,0.0
151200,0.0
154800,0.0
158400,0.0
162000,0.0
165600,0.0
169200,0.0
172800,0.0
176400,0.0
180000,0.0
183600,0.0
187200,0.0
190800,0.0
194400,0.0
198000,21.11
201600,131.01
205200,276.6
208800,358.09
212400,349.95
216000,367.96
219600,346.62
223200,224.08
226800,98.38
230400,10.21
234000,0.0
237600,0.0
241200,0.0
244800,0.0
248400,0.0
252000,0.0
255600,0.0
259200,0.0
262800,0.0
266400,0.0
270000,0.0
273600,0.0
277200,0.0
280800,0.0
284400,19.83
288000,154.94
291600,302.98
295200,409.88
298800,457.16
302400,453.68
306000,388.73
309600,280.4
313200,125.18
316800,11.28
320400,0.0
324000,0.0
327600,0.0
331200,0.0
334800,0.0
338400,0.0
342000,0.0
345600,0.0
349200,0.0
352800,0.0
356400,0.0
360000,0.0
363600,0.0
367200,0.0
370800,20.16
374400,152.85
378000,292.21
381600,395.66
385200,477.09
388800,475.93
392400,388.25
396000,289.16
399600,133.52
403200,12.57
406800,0.0
410400,0.0
414000,0.0
417600,0.0
421200,0.0
424800,0.0
428400,0.0
432000,0.0
435600,0.0
439200,0.0
442800,0.0
446400,0.0
450000,0.0
453600,0.0
457200,21.39
460800,161.68
464400,307.83
468000,412.55
471600,473.48
475200,460.5
478800,396.42
482400,294.76
486000,136.28
489600,13.22
493200,0.0
496800,0.0
500400,0.0
504000,0.0
507600,0.0
511200,0.0
514800,0.0
518400,0.0
522000,0.0
525600,0.0
529200,0.0
532800,0.0
536400,0.0
540000,0.0
543600,22.7
547200,142.47
550800,266.02
554400,350.77
