time,value
0,1.07
3600,0.99
7200,1.0
10800,1.02
14400,0.97
18000,0.89
21600,0.85
25200,0.85
28800,0.77
32400,0.79
36000,1.82
39600,2.94
43200,3.42
46800,3.59
50400,3.54
54000,1.94
57600,1.72
61200,1.84
64800,1.91
68400,1.95
72000,1.98
75600,2.07
79200,2.2
82800,2.25
86400,2.22
90000,2.13
93600,1.97
97200,1.82
100800,1.64
104400,1.49
108000,1.43
111600,1.37
115200,1.65
118800,2.01
122400,2.55
126000,3.23
129600,3.41
133200,3.29
136800,2.9
140400,1.34
144000,1.44
147600,1.51
151200,1.52
154800,1.53
158400,1.56
162000,1.65
165600,1.83
169200,1.97
172800,2.03
176400,2.03
180000,2.02
183600,1.96
187200,1.87
190800,1.8
194400,1.79
198000,1.87
201600,3.14
205200,3.44
208800,2.66
212400,1.94
216000,1.54
219600,1.47
223200,1.54
226800,1.04
230400,1.26
234000,1.71
237600,2.3
241200,2.9
244800,2.95
248400,2.59
252000,2.21
255600,1.88
259200,1.65
262800,1.52
266400,1.41
270000,1.27
273600,1.21
277200,1.16
280800,1.08
284400,0.95
288000,0.94
291600,1.0
295200,0.44
298800,1.07
302400,1.69
306000,1.92
309600,2.05
313200,1.24
316800,1.25
320400,1.4
324000,1.46
327600,1.48
331200,1.47
334800,1.43
338400,1.42
342000,1.44
345600,1.46
349200,1.48
352800,1.48
356400,1.51
360000,1.48
363600,1.4
367200,1.29
370800,1.12
374400,0.86
378000,0.8
381600,1.42
385200,2.42
388800,3.23
392400,3.81
396000,4.01
399600,2.58
403200,1.82
406800,1.73
410400,1.73
414000,1.72
417600,1.69
421200,1.68
424800,1.7
428400,1.71
432000,1.63
435600,1.53
439200,1.42
442800,1.22
446400,1.02
450000,0.82
453600,0.76
457200,1.05
460800,1.01
464400,2.07
468000,3.44
471600,4.54
475200,5.21
478800,5.5
482400,5.21
486000,2.87
489600,2.0
493200,1.94
496800,1.83
500400,1.76
504000,1.7
507600,1.66
511200,1.68
514800,1.73
518400,1.72
522000,1.65
525600,1.51
529200,1.3
532800,0.91
536400,0.35
540000,0.41
543600,0.95
547200,0.93
550800,1.72
554400,2.98
558000,5.38
561600,7.54
565200,8.5
568800,8.05
572400,7.06
576000,5.99
579600,6.06
583200,6.18
586800,6.04
590400,5.24
594000,4.64
597600,4.14
601200,3.86
604800,0.96
608400,1.03
612000,1.06
615600,1.14
619200,1.14
622800,1.08
626400,1.04
630000,0.98
633600,1.12
637200,2.09
640800,3.8
644400,4.93
648000,5.97
651600,6.75
655200,6.89
658800,5.34
662400,3.24
666000,3.68
669600,4.26
673200,3.58
676800,2.94
680400,2.55
684000,2.31
687600,2.2
691200,2.1
694800,2.06
698400,2.01
702000,1.91
705600,1.83
709200,1.85
712800,1.94
716400,2.1
720000,3.39
723600,4.64
727200,6.49
730800,7.35
734400,7.73
738000,7.74
741600,7.33
745200,6.25
748800,3.39
752400,2.05
756000,1.77
759600,1.82
763200,1.98
766800,2.24
770400,2.38
774000,2.23
777600,2.01
781200,2.06
784800,2.21
788400,2.37
792000,2.26
795600,2.07
799200,1.96
802800,2.04
806400,3.12
810000,4.48
813600,6.54
817200,7.54
820800,8.11
824400,8.07
828000,7.69
831600,7.04
835200,5.25
838800,3.84
842400,3.18
846000,2.67
849600,2.42
853200,2.34
856800,2.61
860400,2.93
864000,3.52
867600,3.16
871200,2.5
874800,2.26
878400,2.22
882000,2.23
885600,2.23
889200,2.99
892800,4.81
896400,4.77
900000,4.32
903600,4.33
907200,4.96
910800,5.79
914400,6.49
918000,6.76
921600,6.03
925200,4.0
928800,2.35
932400,1.68
936000,1.48
939600,1.31
943200,1.19
946800,1.07
950400,0.77
954000,0.38
957600,0.14
961200,0.64
964800,0.94
968400,1.1
972000,1.22
975600,1.48
979200,3.32
982800,4.56
986400,5.32
990000,5.5
993600,5.19
997200,4.64
1000800,4.13
1004400,3.54
1008000,1.66
1011600,1.63
1015200,1.64
1018800,1.57
1022400,1.48
1026000,1.44
1029600,1.4
1033200,1.35
1036800,1.36
1040400,1.29
1044000,1.2
1047600,1.14
1051200,1.22
1054800,1.3
1058400,1.17
1062000,1.08
1065600,2.05
1069200,3.24
1072800,5.29
1076400,6.21
1080000,6.66
1083600,7.12
1087200,7.11
1090800,6.51
1094400,4.04
1098000,2.78
1101600,2.47
1105200,2.38
1108800,2.44
1112400,2.45
1116000,2.42
1119600,2.45
1123200,2.31
1126800,2.05
1130400,1.85
1134000,1.84
1137600,1.76
1141200,1.7
1144800,1.67
1148400,1.61
1152000,2.41
1155600,2.57
1159200,3.14
1162800,4.04
1166400,4.82
1170000,5.51
1173600,5.96
1177200,5.93
1180800,3.95
1184400,2.14
1188000,1.71
1191600,1.67
1195200,1.81
1198800,2.08
1202400,2.41
1206000,2.51
1209600,1.38
1213200,1.38
1216800,1.41
1220400,1.46
1224000,1.47
1227600,1.47
1231200,1.46
1234800,1.39
1238400,1.49
1242000,1.48
1245600,0.89
1249200,1.07
1252800,1.03
1256400,1.05
1260000,1.24
1263600,1.14
1267200,1.03
1270800,1.2
1274400,1.25
1278000,1.23
1281600,1.17
1285200,1.09
1288800,0.96
1292400,0.8
1296000,0.54
1299600,0.25
1303200,0.41
1306800,0.66
1310400,0.89
1314000,1.06
1317600,1.16
1321200,1.15
1324800,1.59
