time,value
0,1.45
3600,1.33
7200,1.09
10800,1.02
14400,1.51
18000,1.74
21600,1.19
25200,1.43
28800,3.24
32400,4.63
36000,5.29
39600,5.45
43200,5.35
46800,5.11
50400,5.2
54000,5.14
57600,4.06
61200,2.48
64800,1.12
68400,0.88
72000,0.94
75600,1.11
79200,1.25
82800,1.46
86400,1.69
90000,1.82
93600,1.68
97200,1.44
100800,1.21
104400,1.04
108000,0.96
111600,0.8
115200,1.24
118800,0.86
122400,1.08
126000,1.23
129600,1.16
133200,1.17
136800,1.31
140400,0.93
144000,0.57
147600,0.59
151200,0.54
154800,0.39
158400,0.28
162000,0.24
165600,0.48
169200,0.82
172800,1.03
176400,1.15
180000,1.23
183600,1.31
187200,1.35
190800,1.37
194400,1.4
198000,1.37
201600,1.66
205200,2.09
208800,2.72
212400,3.08
216000,3.32
219600,3.43
223200,3.44
226800,2.58
230400,1.58
234000,1.6
237600,1.57
241200,1.45
244800,1.35
248400,1.28
252000,1.22
255600,1.17
259200,1.14
262800,1.08
266400,1.03
270000,0.97
273600,0.91
277200,0.85
280800,0.8
284400,0.79
288000,1.0
291600,1.23
295200,0.81
298800,0.94
302400,1.33
306000,1.65
309600,1.86
313200,1.2
316800,1.02
320400,1.04
324000,1.07
327600,1.13
331200,1.17
334800,1.18
338400,1.23
342000,1.3
345600,1.37
349200,1.46
352800,1.64
356400,1.81
360000,1.74
363600,1.58
367200,1.43
370800,1.16
374400,0.81
378000,0.43
381600,0.84
385200,1.65
388800,1.9
392400,1.7
396000,1.27
399600,0.75
403200,0.57
406800,0.7
410400,0.72
414000,0.7
417600,0.7
421200,0.68
424800,0.61
428400,0.56
432000,0.83
435600,1.05
439200,1.22
442800,1.39
446400,1.47
450000,1.43
453600,1.25
457200,0.95
460800,0.59
464400,0.67
468000,0.17
471600,0.84
475200,1.47
478800,2.18
482400,2.6
486000,1.62
489600,1.54
493200,1.47
496800,1.47
500400,1.45
504000,1.34
507600,1.33
511200,1.36
514800,1.35
518400,1.33
522000,1.33
525600,1.33
529200,1.3
532800,1.21
536400,1.07
540000,0.96
543600,0.87
547200,0.81
550800,0.49
554400,1.1
558000,1.72
561600,2.07
565200,2.33
568800,2.46
572400,1.59
576000,1.35
579600,1.4
583200,1.38
586800,1.35
590400,1.28
594000,1.22
597600,1.26
601200,1.38
604800,1.38
608400,1.38
612000,1.41
615600,1.46
619200,1.47
622800,1.47
626400,1.46
630000,1.39
633600,1.49
637200,1.48
640800,0.89
644400,1.07
648000,1.03
651600,1.05
655200,1.24
658800,1.14
662400,1.03
666000,1.2
669600,1.25
673200,1.23
676800,1.17
680400,1.09
684000,0.96
687600,0.8
691200,0.54
694800,0.25
698400,0.41
702000,0.66
705600,0.89
709200,1.06
712800,1.16
716400,1.15
720000,1.59
723600,2.13
727200,2.12
730800,1.77
734400,1.38
738000,0.76
741600,0.13
745200,0.43
748800,0.72
752400,0.59
756000,0.65
759600,1.13
763200,1.72
766800,3.13
770400,4.17
774000,4.05
777600,3.71
781200,3.18
784800,2.81
788400,2.28
792000,2.19
795600,2.23
799200,2.28
802800,2.51
806400,3.97
810000,5.81
813600,6.73
817200,6.6
820800,6.41
824400,6.16
828000,5.77
831600,4.97
835200,2.48
838800,1.56
842400,1.35
846000,1.3
849600,1.32
853200,1.33
856800,1.38
860400,1.43
864000,1.44
867600,1.43
871200,1.38
874800,1.33
878400,1.27
882000,1.24
885600,1.24
889200,1.18
892800,1.35
896400,1.35
900000,1.67
903600,2.4
907200,3.09
910800,3.72
914400,4.39
918000,4.83
921600,3.98
925200,3.33
928800,2.77
932400,2.2
936000,1.7
939600,1.67
943200,1.97
946800,2.08
950400,1.93
954000,1.77
957600,1.68
961200,1.63
964800,1.51
968400,1.39
972000,1.37
975600,1.37
979200,2.09
982800,2.64
986400,3.0
990000,3.18
993600,3.23
997200,3.2
1000800,3.15
1004400,2.28
1008000,1.32
1011600,1.39
1015200,1.39
1018800,1.39
1022400,1.42
1026000,1.5
1029600,1.61
1033200,1.73
1036800,1.8
1040400,1.8
1044000,1.79
1047600,1.77
1051200,1.67
1054800,1.56
1058400,1.48
1062000,1.39
1065600,1.96
1069200,1.98
1072800,2.26
1076400,2.72
1080000,2.99
1083600,3.32
