time,value
0,260.63
3600,260.42
7200,259.98
10800,259.51
14400,259.22
18000,258.98
21600,258.7
25200,258.5
28800,259.77
32400,262.2
36000,265.39
39600,267.77
43200,269.5
46800,270.63
50400,271.03
54000,269.24
57600,265.61
61200,264.09
64800,262.99
68400,261.99
72000,261.17
75600,260.57
79200,260.13
82800,259.75
86400,259.35
90000,258.95
93600,258.6
97200,258.3
100800,258.07
104400,257.95
108000,257.89
111600,258.04
115200,260.84
118800,263.35
122400,266.55
126000,269.59
129600,271.78
133200,272.97
136800,273.26
140400,270.98
144000,267.63
147600,266.08
151200,264.69
154800,263.45
158400,262.52
162000,261.79
165600,261.23
169200,260.76
172800,260.31
176400,259.89
180000,259.52
183600,259.39
187200,259.49
190800,259.55
194400,259.34
198000,259.4
201600,262.02
205200,264.26
208800,266.6
212400,268.53
216000,269.88
219600,270.61
223200,270.73
226800,269.51
230400,266.96
234000,265.09
237600,263.91
241200,262.83
244800,261.97
248400,261.16
252000,260.45
255600,259.89
259200,259.5
262800,259.27
266400,259.09
270000,258.81
273600,258.69
277200,258.8
280800,259.02
284400,259.41
288000,261.35
291600,263.74
295200,265.69
298800,268.64
302400,270.59
306000,271.41
309600,271.6
313200,270.33
316800,267.3
320400,265.86
324000,264.84
327600,264.07
331200,263.54
334800,263.1
338400,262.52
342000,261.93
345600,261.45
349200,261.16
352800,260.75
356400,260.21
360000,259.87
363600,260.02
367200,260.4
370800,261.08
374400,262.95
378000,265.44
381600,268.23
385200,270.42
388800,272.27
392400,273.41
396000,273.45
399600,271.45
403200,267.56
406800,265.58
410400,264.2
414000,263.28
417600,262.62
421200,262.09
424800,261.61
428400,261.21
432000,260.99
435600,261.1
439200,261.55
442800,262.0
446400,262.28
450000,262.39
453600,262.13
457200,261.69
460800,262.78
464400,265.7
468000,268.67
471600,271.14
475200,272.91
478800,273.94
482400,274.07
486000,272.13
489600,268.37
493200,266.79
496800,265.73
500400,264.8
504000,264.01
507600,263.45
511200,262.94
514800,262.52
518400,262.33
522000,262.44
525600,262.7
529200,263.05
532800,263.46
536400,263.5
540000,263.2
543600,262.43
547200,263.37
550800,265.71
554400,268.94
558000,271.88
561600,272.7
565200,271.34
568800,269.54
572400,268.66
576000,267.27
579600,266.59
583200,266.31
586800,266.14
590400,265.66
594000,265.26
597600,264.67
601200,263.88
604800,258.13
608400,257.43
612000,256.92
615600,256.57
619200,256.32
622800,256.12
626400,255.9
630000,256.23
633600,258.01
637200,259.84
640800,260.52
644400,260.23
648000,259.89
651600,259.72
655200,259.27
658800,258.36
662400,257.31
666000,256.84
669600,256.58
673200,256.44
676800,256.33
680400,256.03
684000,255.36
687600,254.7
691200,254.44
694800,254.39
698400,254.34
702000,254.42
705600,254.75
709200,255.16
712800,255.48
716400,255.71
720000,257.52
723600,260.65
727200,263.29
730800,264.89
734400,265.98
738000,266.57
741600,266.54
745200,265.71
748800,263.7
752400,262.31
756000,261.61
759600,261.11
763200,260.64
766800,260.2
770400,259.87
774000,259.59
777600,259.3
781200,258.98
784800,258.62
788400,258.23
792000,257.95
795600,257.84
799200,257.69
802800,257.86
806400,260.55
810000,263.64
813600,267.73
817200,271.09
820800,273.16
824400,274.12
828000,273.78
831600,271.26
835200,267.05
838800,265.02
842400,263.8
846000,262.98
849600,262.41
853200,261.97
856800,261.58
860400,261.19
864000,260.81
867600,260.44
871200,260.09
874800,259.79
878400,259.53
882000,259.29
885600,259.07
889200,259.16
892800,261.73
896400,264.53
900000,267.73
903600,269.73
907200,270.74
910800,271.0
914400,270.48
918000,268.88
921600,266.3
925200,264.66
928800,263.87
932400,263.56
936000,263.59
939600,264.01
943200,263.87
946800,263.35
950400,263.01
954000,262.52
957600,262.0
961200,261.78
964800,261.43
968400,261.3
972000,261.69
975600,262.11
979200,263.19
982800,265.43
986400,267.45
990000,268.37
993600,268.73
997200,268.71
1000800,268.2
1004400,267.01
1008000,264.51
1011600,262.92
1015200,262.17
1018800,261.7
1022400,261.65
1026000,262.23
1029600,263.06
1033200,263.2
1036800,263.18
1040400,263.27
1044000,263.43
1047600,263.39
1051200,262.83
1054800,262.47
1058400,262.41
1062000,262.59
1065600,264.39
1069200,266.48
1072800,267.57
1076400,268.0
1080000,268.12
1083600,267.91
1087200,267.38
1090800,266.34
1094400,264.1
1098000,262.8
1101600,263.0
1105200,263.12
1108800,262.84
1112400,262.42
1116000,261.88
1119600,261.24
