time,value
0,0.0
3600,0.0
7200,0.0
10800,0.0
14400,0.0
18000,0.0
21600,16.38
25200,152.52
28800,324.77
32400,463.52
36000,542.67
39600,550.14
43200,529.11
46800,444.36
50400,310.21
54000,149.52
57600,20.89
61200,0.0
64800,0.0
68400,0.0
72000,0.0
75600,0.0
79200,0.0
82800,0.0
86400,0.0
90000,0.0
93600,0.0
97200,0.0
100800,0.0
104400,0.0
108000,9.73
111600,52.6
115200,157.75
118800,213.59
122400,240.12
126000,301.55
129600,342.53
133200,285.1
136800,219.08
140400,95.71
144000,18.62
147600,0.0
151200,0.0
154800,0.0
158400,0.0
162000,0.0
165600,0.0
169200,0.0
172800,0.0
176400,0.0
180000,0.0
183600,0.0
187200,0.0
190800,0.0
194400,13.07
198000,150.95
201600,343.91
205200,493.34
208800,586.38
212400,602.77
216000,554.22
219600,493.59
223200,360.58
226800,178.79
230400,23.37
234000,0.0
237600,0.0
241200,0.0
244800,0.0
248400,0.0
252000,0.0
255600,0.0
259200,0.0
262800,0.0
266400,0.0
270000,0.0
273600,0.0
277200,0.0
280800,15.56
284400,160.13
288000,339.82
291600,482.95
295200,580.48
298800,605.8
302400,574.77
306000,482.07
309600,339.48
313200,163.98
316800,19.57
320400,0.0
324000,0.0
327600,0.0
331200,0.0
334800,0.0
338400,0.0
342000,0.0
345600,0.0
349200,0.0
352800,0.0
356400,0.0
360000,0.0
363600,0.0
367200,11.12
370800,112.62
374400,279.2
378000,439.56
381600,559.93
385200,571.36
388800,548.49
392400,431.93
396000,302.11
399600,138.23
403200,17.26
406800,0.0
410400,0.0
414000,0.0
417600,0.0
421200,0.0
424800,0.0
428400,0.0
432000,0.0
435600,0.0
439200,0.0
442800,0.0
446400,0.0
450000,0.0
453600,10.03
457200,116.85
460800,291.57
464400,470.21
468000,556.68
471600,581.0
475200,561.77
478800,467.01
482400,343.89
486000,158.52
489600,17.8
493200,0.0
496800,0.0
500400,0.0
504000,0.0
507600,0.0
511200,0.0
514800,0.0
518400,0.0
522000,0.0
525600,0.0
529200,0.0
532800,0.0
536400,0.0
540000,9.7
543600,120.68
547200,293.05
550800,450.15
554400,573.77
