time,value
0,2.12
3600,2.14
7200,2.33
10800,2.64
14400,2.92
18000,3.28
21600,3.49
25200,4.7
28800,6.91
32400,8.3
36000,8.55
39600,8.63
43200,8.62
46800,8.46
50400,8.02
54000,7.11
57600,4.42
61200,2.15
64800,1.7
68400,1.58
72000,1.6
75600,1.58
79200,1.57
82800,1.6
86400,1.58
90000,1.48
93600,1.39
97200,1.35
100800,1.48
104400,2.32
108000,3.52
111600,4.53
115200,4.93
118800,4.78
122400,5.66
126000,6.75
129600,6.72
133200,6.43
136800,6.03
140400,5.22
144000,3.11
147600,2.43
151200,2.28
154800,2.46
158400,3.66
162000,5.99
165600,7.24
169200,7.21
172800,6.7
176400,5.59
180000,4.38
183600,4.2
187200,5.1
190800,5.97
194400,5.84
198000,5.67
201600,6.7
205200,7.44
208800,7.81
212400,8.06
216000,8.45
219600,8.73
223200,8.7
226800,8.31
230400,6.58
234000,4.46
237600,3.08
241200,2.17
244800,1.8
248400,1.64
252000,1.7
255600,1.8
259200,1.7
262800,1.54
266400,1.4
270000,1.24
273600,1.1
277200,0.99
280800,0.88
284400,1.16
288000,1.68
291600,2.86
295200,3.97
298800,4.71
302400,5.13
306000,5.34
309600,5.29
313200,4.7
316800,2.38
320400,2.28
324000,2.47
327600,2.35
331200,2.14
334800,1.99
338400,1.89
342000,1.86
345600,1.92
349200,1.97
352800,1.96
356400,1.94
360000,1.85
363600,1.83
367200,1.87
370800,2.23
374400,3.07
378000,4.19
381600,4.72
385200,5.29
388800,6.02
392400,6.47
396000,6.54
399600,6.08
403200,4.63
406800,3.36
410400,2.7
414000,2.33
417600,2.14
421200,2.04
424800,2.02
428400,1.74
432000,1.6
435600,1.5
439200,1.42
442800,1.4
446400,1.42
450000,1.58
453600,1.83
457200,3.09
460800,4.5
464400,5.33
468000,5.71
471600,6.09
475200,6.39
478800,6.69
482400,6.86
486000,6.46
489600,4.13
493200,1.94
496800,1.67
500400,1.77
504000,1.9
507600,2.06
511200,2.22
514800,2.23
518400,2.29
522000,2.39
525600,2.41
529200,2.35
