time,value
0,275.13
3600,274.57
7200,274.4
10800,274.58
14400,274.36
18000,274.48
21600,274.61
25200,276.61
28800,279.22
32400,281.69
36000,283.51
39600,284.59
43200,285.14
46800,285.28
50400,284.94
54000,284.17
57600,282.45
61200,279.41
64800,278.41
68400,277.68
72000,277.09
75600,276.54
79200,275.95
82800,275.3
86400,274.69
90000,274.2
93600,273.8
97200,273.34
100800,272.92
104400,274.98
108000,276.63
111600,278.21
115200,279.87
118800,281.82
122400,284.63
126000,286.69
129600,287.54
133200,287.77
136800,287.55
140400,286.82
144000,284.24
147600,281.45
151200,280.68
154800,280.07
158400,279.11
162000,277.39
165600,275.47
169200,274.4
172800,273.71
176400,273.2
180000,272.99
183600,272.93
187200,272.86
190800,272.49
194400,271.81
198000,271.06
201600,271.7
205200,272.76
208800,273.76
212400,274.55
216000,274.96
219600,275.03
223200,274.87
226800,274.38
230400,273.32
234000,271.76
237600,270.42
241200,269.02
244800,268.13
248400,267.48
252000,266.93
255600,266.46
259200,266.27
262800,266.11
266400,266.04
270000,266.13
273600,266.48
277200,266.87
280800,267.13
284400,268.77
288000,272.02
291600,274.97
295200,276.77
298800,277.94
302400,278.84
306000,279.39
309600,279.39
313200,278.76
316800,275.09
320400,272.23
324000,271.81
327600,271.09
331200,270.36
334800,269.84
338400,269.58
342000,269.55
345600,269.43
349200,269.18
352800,269.09
356400,268.97
360000,268.88
363600,268.83
367200,268.75
370800,271.02
374400,274.55
378000,278.16
381600,280.37
385200,281.53
388800,282.02
392400,281.55
396000,280.27
399600,278.53
403200,276.77
406800,275.09
410400,273.35
414000,272.15
417600,271.77
421200,271.4
424800,270.8
428400,269.67
432000,268.61
435600,267.91
439200,267.55
442800,267.26
446400,267.08
450000,267.04
453600,267.11
457200,269.37
460800,272.73
464400,275.55
468000,276.78
471600,277.45
475200,277.77
478800,277.37
482400,276.2
486000,274.59
489600,272.26
493200,269.18
496800,268.18
500400,267.33
504000,266.6
507600,266.13
511200,265.84
514800,265.65
518400,265.53
522000,265.45
525600,265.36
529200,265.28
532800,265.29
536400,265.37
540000,265.5
543600,266.81
547200,268.7
550800,270.45
554400,272.05
558000,273.48
561600,274.55
565200,274.92
568800,274.48
572400,273.12
576000,270.17
579600,268.32
583200,268.13
586800,267.45
590400,266.73
594000,266.26
597600,266.14
601200,266.23
604800,262.4
608400,262.45
612000,262.07
615600,261.73
619200,262.21
622800,262.44
626400,261.87
630000,261.31
633600,263.2
637200,265.66
640800,267.8
644400,269.25
648000,270.06
651600,270.34
655200,269.95
658800,268.7
662400,267.38
666000,266.52
669600,265.41
673200,265.33
676800,264.69
680400,263.7
684000,262.41
687600,261.3
691200,260.48
694800,259.73
698400,259.12
702000,258.59
705600,258.18
709200,258.09
712800,258.19
716400,258.56
720000,260.7
723600,263.6
727200,265.91
730800,267.34
734400,268.42
738000,269.2
741600,269.7
745200,269.34
748800,267.62
752400,266.72
756000,266.05
759600,265.44
763200,265.05
766800,264.55
770400,263.76
774000,262.77
777600,261.7
781200,260.87
784800,260.26
788400,259.73
792000,259.47
795600,259.35
799200,259.17
802800,259.26
806400,261.93
810000,264.77
813600,268.0
817200,270.09
820800,271.45
824400,272.07
828000,271.93
831600,270.59
835200,266.92
838800,264.97
842400,263.55
846000,262.52
849600,261.98
853200,261.92
856800,261.72
860400,261.33
864000,261.05
867600,260.91
871200,260.73
874800,260.55
878400,260.44
882000,260.41
885600,260.31
889200,260.26
892800,261.91
896400,264.41
900000,266.97
903600,268.78
907200,270.38
910800,271.8
914400,272.52
918000,271.66
921600,269.14
925200,267.95
928800,266.76
932400,265.28
936000,263.89
939600,262.88
943200,262.1
946800,261.38
950400,260.83
954000,260.45
957600,260.28
961200,260.2
964800,260.12
968400,260.4
972000,260.78
975600,261.53
979200,263.64
982800,266.25
986400,268.81
990000,270.58
993600,272.35
997200,273.7
1000800,274.13
1004400,273.24
1008000,271.3
1011600,269.79
1015200,268.45
1018800,267.34
1022400,266.48
1026000,266.03
1029600,265.91
1033200,265.6
1036800,264.64
1040400,263.77
1044000,263.07
1047600,262.48
1051200,262.23
1054800,262.47
1058400,263.23
1062000,264.17
1065600,265.77
1069200,268.09
1072800,270.66
1076400,272.96
1080000,274.55
1083600,275.49
1087200,275.55
1090800,273.55
1094400,270.92
1098000,269.35
1101600,267.97
1105200,266.95
1108800,266.42
1112400,265.99
1116000,265.36
1119600,264.91
1123200,264.53
1126800,264.1
1130400,263.63
1134000,263.3
1137600,263.27
1141200,263.27
1144800,263.2
1148400,263.22
1152000,264.8
1155600,267.42
1159200,270.41
1162800,272.24
1166400,273.62
1170000,274.48
1173600,274.53
1177200,273.51
1180800,271.88
1184400,270.91
1188000,270.24
1191600,269.62
1195200,268.78
1198800,268.03
1202400,267.29
1206000,266.08
1209600,256.48
1213200,256.05
1216800,255.76
1220400,255.4
1224000,255.16
1227600,255.06
1231200,254.97
1234800,255.16
1238400,257.06
1242000,259.99
1245600,263.41
1249200,266.22
1252800,268.73
1256400,270.16
1260000,270.66
1263600,269.88
1267200,266.66
1270800,265.21
1274400,264.47
1278000,262.97
1281600,261.77
1285200,260.91
1288800,260.11
1292400,259.32
1296000,258.64
1299600,258.05
1303200,257.51
1306800,256.98
1310400,256.64
1314000,256.47
1317600,256.4
1321200,257.28
1324800,260.89
1328400,264.52
1332000,267.98
1335600,269.61
1339200,270.35
1342800,270.06
1346400,269.07
1350000,267.72
1353600,265.2
1357200,263.01
1360800,261.85
1364400,261.03
1368000,260.44
1371600,260.01
1375200,259.54
1378800,258.85
1382400,258.14
1386000,257.61
1389600,257.24
1393200,257.71
1396800,258.05
1400400,258.2
1404000,257.57
1407600,258.14
1411200,261.59
1414800,264.73
1418400,267.08
1422000,267.77
1425600,267.66
1429200,267.14
1432800,266.45
1436400,265.41
1440000,263.7
1443600,262.13
1447200,261.04
1450800,260.08
1454400,259.4
1458000,258.9
1461600,259.34
1465200,257.86
1468800,256.68
1472400,255.72
1476000,254.88
1479600,254.15
1483200,253.54
1486800,253.01
1490400,252.55
1494000,253.0
1497600,254.61
1501200,256.02
1504800,257.23
1508400,258.05
1512000,258.45
1515600,258.43
1519200,257.77
1522800,256.48
1526400,254.85
1530000,254.0
1533600,253.63
1537200,252.8
1540800,251.99
1544400,251.42
1548000,250.94
1551600,250.63
1555200,250.59
1558800,250.48
1562400,250.28
1566000,249.73
1569600,249.09
1573200,248.6
1576800,248.36
1580400,249.37
1584000,252.39
1587600,255.33
1591200,257.66
1594800,259.55
1598400,261.15
1602000,262.19
1605600,262.6
1609200,262.19
1612800,259.31
1616400,257.34
1620000,256.38
1623600,255.59
1627200,255.05
1630800,254.77
1634400,254.57
1638000,254.48
1641600,254.13
1645200,254.14
1648800,254.06
1652400,253.76
1656000,253.24
1659600,252.69
1663200,252.92
1666800,253.58
1670400,255.8
1674000,258.64
1677600,263.27
1681200,266.05
1684800,267.56
1688400,268.0
1692000,267.2
1695600,265.32
1699200,262.66
1702800,260.48
1706400,259.47
1710000,258.74
1713600,258.23
1717200,257.68
1720800,256.99
1724400,256.35
1728000,256.12
1731600,256.41
1735200,256.28
1738800,256.27
1742400,255.8
1746000,255.05
1749600,254.79
1753200,255.72
1756800,259.59
1760400,262.99
1764000,266.03
1767600,267.59
1771200,268.4
1774800,268.52
1778400,267.74
1782000,266.12
1785600,263.59
1789200,261.27
1792800,260.15
1796400,259.28
1800000,258.53
1803600,257.91
1807200,257.34
1810800,256.73
1814400,260.63
1818000,260.42
1821600,259.98
1825200,259.51
1828800,259.22
1832400,258.98
1836000,258.7
1839600,258.5
1843200,259.77
1846800,262.2
1850400,265.39
1854000,267.77
1857600,269.5
1861200,270.63
1864800,271.03
1868400,269.24
1872000,265.61
1875600,264.09
1879200,262.99
1882800,261.99
1886400,261.17
1890000,260.57
1893600,260.13
1897200,259.75
1900800,259.35
1904400,258.95
1908000,258.6
1911600,258.3
1915200,258.07
1918800,257.95
1922400,257.89
1926000,258.04
1929600,260.84
1933200,263.35
1936800,266.55
1940400,269.59
1944000,271.78
1947600,272.97
1951200,273.26
1954800,270.98
1958400,267.63
1962000,266.08
1965600,264.69
1969200,263.45
1972800,262.52
1976400,261.79
1980000,261.23
1983600,260.76
1987200,260.31
1990800,259.89
1994400,259.52
1998000,259.39
2001600,259.49
2005200,259.55
2008800,259.34
2012400,259.4
2016000,262.02
2019600,264.26
2023200,266.6
2026800,268.53
2030400,269.88
2034000,270.61
2037600,270.73
2041200,269.51
2044800,266.96
2048400,265.09
2052000,263.91
2055600,262.83
2059200,261.97
2062800,261.16
2066400,260.45
2070000,259.89
2073600,259.5
2077200,259.27
2080800,259.09
2084400,258.81
2088000,258.69
2091600,258.8
2095200,259.02
2098800,259.41
2102400,261.35
2106000,263.74
2109600,265.69
2113200,268.64
2116800,270.59
2120400,271.41
2124000,271.6
2127600,270.33
2131200,267.3
2134800,265.86
2138400,264.84
2142000,264.07
2145600,263.54
2149200,263.1
2152800,262.52
2156400,261.93
2160000,261.45
2163600,261.16
2167200,260.75
2170800,260.21
2174400,259.87
2178000,260.02
2181600,260.4
2185200,261.08
2188800,262.95
2192400,265.44
2196000,268.23
2199600,270.42
2203200,272.27
2206800,273.41
2210400,273.45
2214000,271.45
2217600,267.56
2221200,265.58
2224800,264.2
2228400,263.28
2232000,262.62
2235600,262.09
2239200,261.61
2242800,261.21
2246400,260.99
2250000,261.1
2253600,261.55
